STATEFP,PLACEFP,PLACENS,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,full_fips
01,51000,02404289,1600000US0151000,0151000,Montgomery,Montgomery city,AL,Alabama,25,414027223,6249598,0151000
01,35896,02404725,1600000US0135896,0135896,Hoover,Hoover city,AL,Alabama,25,124501993,2505819,0135896
01,21184,02404238,1600000US0121184,0121184,Dothan,Dothan city,AL,Alabama,25,232683118,844856,0121184
01,50000,02404278,1600000US0150000,0150000,Mobile,Mobile city,AL,Alabama,25,361255557,105135405,0150000
01,45784,02404989,1600000US0145784,0145784,Madison,Madison city,AL,Alabama,25,78617995,339435,0145784
01,03076,02403132,1600000US0103076,0103076,Auburn,Auburn city,AL,Alabama,25,158094732,2672966,0103076
01,77256,02405614,1600000US0177256,0177256,Tuscaloosa,Tuscaloosa city,AL,Alabama,25,160430428,26090688,0177256
01,37000,02404746,1600000US0137000,0137000,Huntsville,Huntsville city,AL,Alabama,25,568075510,3874916,0137000
01,07000,02403868,1600000US0107000,0107000,Birmingham,Birmingham city,AL,Alabama,25,380772761,6533599,0107000
04,77000,02412104,1600000US0477000,0477000,Tucson,Tucson city,AZ,Arizona,25,624223642,819368,0477000
04,23620,02410509,1600000US0423620,0423620,Flagstaff,Flagstaff city,AZ,Arizona,25,171015212,135275,0423620
04,57380,02411487,1600000US0457380,0457380,Prescott,Prescott city,AZ,Arizona,25,116470137,619843,0457380
04,27820,02410596,1600000US0427820,0427820,Glendale,Glendale city,AZ,Arizona,25,167526708,1061071,0427820
04,44270,02412951,1600000US0444270,0444270,Marana,Marana town,AZ,Arizona,43,313645770,1766831,0444270
04,46000,02411087,1600000US0446000,0446000,Mesa,Mesa city,AZ,Arizona,25,359476025,1617434,0446000
04,27400,02412682,1600000US0427400,0427400,Gilbert,Gilbert town,AZ,Arizona,43,177640659,525310,0427400
04,71510,02412016,1600000US0471510,0471510,Surprise,Surprise city,AZ,Arizona,25,285680055,566784,0471510
04,28380,02410622,1600000US0428380,0428380,Goodyear,Goodyear city,AZ,Arizona,25,495463332,75022,0428380
04,54050,02411401,1600000US0454050,0454050,Peoria,Peoria city,AZ,Arizona,25,456049509,8199012,0454050
04,51600,02413092,1600000US0451600,0451600,Oro Valley,Oro Valley town,AZ,Arizona,43,90322450,303055,0451600
04,10670,02407980,1600000US0410670,0410670,Casas Adobes,Casas Adobes CDP,AZ,Arizona,57,69011016,280196,0410670
04,12000,02409433,1600000US0412000,0412000,Chandler,Chandler city,AZ,Arizona,25,169582820,182489,0412000
04,55000,02411414,1600000US0455000,0455000,Phoenix,Phoenix city,AZ,Arizona,25,1342303901,2633970,0455000
04,73000,02412045,1600000US0473000,0473000,Tempe,Tempe city,AZ,Arizona,25,103445424,543723,0473000
04,65000,02411845,1600000US0465000,0465000,Scottsdale,Scottsdale city,AZ,Arizona,25,476566037,1136911,0465000
04,11230,02407990,1600000US0411230,0411230,Catalina Foothills,Catalina Foothills CDP,AZ,Arizona,57,108379709,203234,0411230
05,41000,02404939,1600000US0541000,0541000,Little Rock,Little Rock city,AR,Arkansas,25,310921371,7661294,0541000
05,60410,02404644,1600000US0560410,0560410,Rogers,Rogers city,AR,Arkansas,25,100741834,437814,0560410
