STATEFP,PLACEFP,PLACENS,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,full_fips
01,26896,02403619,1600000US0126896,0126896,Florence,Florence city,AL,Alabama,25,68681105,546506,0126896
01,34024,02404677,1600000US0134024,0134024,Helena,Helena city,AL,Alabama,25,57128218,824952,0134024
01,58848,02404497,1600000US0158848,0158848,Pelham,Pelham city,AL,Alabama,25,100573185,1311245,0158848
01,51000,02404289,1600000US0151000,0151000,Montgomery,Montgomery city,AL,Alabama,25,414027223,6249598,0151000
01,35896,02404725,1600000US0135896,0135896,Hoover,Hoover city,AL,Alabama,25,124501993,2505819,0135896
01,78552,02405646,1600000US0178552,0178552,Vestavia Hills,Vestavia Hills city,AL,Alabama,25,51867241,627224,0178552
01,21184,02404238,1600000US0121184,0121184,Dothan,Dothan city,AL,Alabama,25,232683118,844856,0121184
01,57048,02404435,1600000US0157048,0157048,Opelika,Opelika city,AL,Alabama,25,158385226,2616868,0157048
01,50000,02404278,1600000US0150000,0150000,Mobile,Mobile city,AL,Alabama,25,361255557,105135405,0150000
01,57576,02404451,1600000US0157576,0157576,Oxford,Oxford city,AL,Alabama,25,82420403,943609,0157576
01,45784,02404989,1600000US0145784,0145784,Madison,Madison city,AL,Alabama,25,78617995,339435,0145784
01,26992,02403626,1600000US0126992,0126992,Foley,Foley city,AL,Alabama,25,84199106,374359,0126992
01,00988,02403074,1600000US0100988,0100988,Albertville,Albertville city,AL,Alabama,25,69770754,258708,0100988
01,28696,02403673,1600000US0128696,0128696,Gadsden,Gadsden city,AL,Alabama,25,96942909,3184541,0128696
01,02956,02403123,1600000US0102956,0102956,Athens,Athens city,AL,Alabama,25,105164396,684530,0102956
01,01852,02403101,1600000US0101852,0101852,Anniston,Anniston city,AL,Alabama,25,118685613,180468,0101852
01,19648,02404186,1600000US0119648,0119648,Daphne,Daphne city,AL,Alabama,25,49188242,306666,0119648
01,76944,02405608,1600000US0176944,0176944,Trussville,Trussville city,AL,Alabama,25,89800499,1315975,0176944
01,59472,02404510,1600000US0159472,0159472,Phenix City,Phenix City city,AL,Alabama,25,72872738,293657,0159472
01,55200,02404400,1600000US0155200,0155200,Northport,Northport city,AL,Alabama,25,45289417,1008223,0155200
01,62496,02404573,1600000US0162496,0162496,Prichard,Prichard city,AL,Alabama,25,65542049,527534,0162496
01,00820,02403069,1600000US0100820,0100820,Alabaster,Alabaster city,AL,Alabama,25,65691130,813078,0100820
01,62328,02404568,1600000US0162328,0162328,Prattville,Prattville city,AL,Alabama,25,91711101,2288725,0162328
01,05980,02403864,1600000US0105980,0105980,Bessemer,Bessemer city,AL,Alabama,25,104510960,540465,0105980
01,35800,02404724,1600000US0135800,0135800,Homewood,Homewood city,AL,Alabama,25,21399303,130815,0135800
01,51696,02404329,1600000US0151696,0151696,Mountain Brook,Mountain Brook city,AL,Alabama,25,33203001,49564,0151696
01,03076,02403132,1600000US0103076,0103076,Auburn,Auburn city,AL,Alabama,25,158094732,2672966,0103076
01,25240,02403590,1600000US0125240,0125240,Fairhope,Fairhope city,AL,Alabama,25,37491325,144549,0125240
01,77256,02405614,1600000US0177256,0177256,Tuscaloosa,Tuscaloosa city,AL,Alabama,25,160430428,26090688,0177256
01,37000,02404746,1600000US0137000,0137000,Huntsville,Huntsville city,AL,Alabama,25,568075510,3874916,0137000
01,24184,02403567,1600000US0124184,0124184,Enterprise,Enterprise city,AL,Alabama,25,80180731,174204,0124184
01,07000,02403868,1600000US0107000,0107000,Birmingham,Birmingham city,AL,Alabama,25,380772761,6533599,0107000
01,20104,02404206,1600000US0120104,0120104,Decatur,Decatur city,AL,Alabama,25,140785624,16840997,0120104
02,36400,02419344,1600000US0236400,0236400,Juneau,Juneau city and borough,AK,Alaska,53,7003406836,1426230792,0236400
02,03000,02419025,1600000US0203000,0203000,Anchorage,Anchorage municipality,AK,Alaska,37,4420814009,621079537,0203000
02,24230,02419385,1600000US0224230,0224230,Fairbanks,Fairbanks city,AK,Alaska,25,82221496,2273096,0224230
02,40645,02418663,1600000US0240645,0240645,Knik-Fairview,Knik-Fairview CDP,AK,Alaska,57,190454797,2623613,0240645
04,77000,02412104,1600000US0477000,0477000,Tucson,Tucson city,AZ,Arizona,25,624223642,819368,0477000
04,23620,02410509,1600000US0423620,0423620,Flagstaff,Flagstaff city,AZ,Arizona,25,171015212,135275,0423620
04,57380,02411487,1600000US0457380,0457380,Prescott,Prescott city,AZ,Arizona,25,116470137,619843,0457380
04,27820,02410596,1600000US0427820,0427820,Glendale,Glendale city,AZ,Arizona,25,167526708,1061071,0427820
04,44270,02412951,1600000US0444270,0444270,Marana,Marana town,AZ,Arizona,43,313645770,1766831,0444270
04,57450,02412507,1600000US0457450,0457450,Prescott Valley,Prescott Valley town,AZ,Arizona,43,104804191,0,0457450
04,46000,02411087,1600000US0446000,0446000,Mesa,Mesa city,AZ,Arizona,25,359476025,1617434,0446000
04,27400,02412682,1600000US0427400,0427400,Gilbert,Gilbert town,AZ,Arizona,43,177640659,525310,0427400
04,70355,02410024,1600000US0470355,0470355,Sun City West,Sun City West CDP,AZ,Arizona,57,30889037,102934,0470355
04,71510,02412016,1600000US0471510,0471510,Surprise,Surprise city,AZ,Arizona,25,285680055,566784,0471510
04,66820,02411898,1600000US0466820,0466820,Sierra Vista,Sierra Vista city,AZ,Arizona,25,394325854,678788,0466820
04,28380,02410622,1600000US0428380,0428380,Goodyear,Goodyear city,AZ,Arizona,25,495463332,75022,0428380
04,54050,02411401,1600000US0454050,0454050,Peoria,Peoria city,AZ,Arizona,25,456049509,8199012,0454050
04,10530,02409401,1600000US0410530,0410530,Casa Grande,Casa Grande city,AZ,Arizona,25,290099414,0,0410530
04,51600,02413092,1600000US0451600,0451600,Oro Valley,Oro Valley town,AZ,Arizona,43,90322450,303055,0451600
04,25300,02412647,1600000US0425300,0425300,Fountain Hills,Fountain Hills town,AZ,Arizona,43,52533007,222337,0425300
04,63470,02411795,1600000US0463470,0463470,San Luis,San Luis city,AZ,Arizona,25,88125135,193548,0463470
04,58150,02412518,1600000US0458150,0458150,Queen Creek,Queen Creek town,AZ,Arizona,43,105637399,58737,0458150
04,44410,02411032,1600000US0444410,0444410,Maricopa,Maricopa city,AZ,Arizona,25,110062690,257132,0444410
04,02430,02582729,1600000US0402430,0402430,Anthem,Anthem CDP,AZ,Arizona,57,20501893,9115,0402430
04,20540,02408687,1600000US0420540,0420540,Drexel Heights,Drexel Heights CDP,AZ,Arizona,57,49848704,0,0420540
04,49360,02408920,1600000US0449360,0449360,New River,New River CDP,AZ,Arizona,57,145319855,28824,0449360
04,70320,02410022,1600000US0470320,0470320,Sun City,Sun City CDP,AZ,Arizona,57,37347916,451036,0470320
04,10670,02407980,1600000US0410670,0410670,Casas Adobes,Casas Adobes CDP,AZ,Arizona,57,69011016,280196,0410670
04,23760,02412633,1600000US0423760,0423760,Florence,Florence town,AZ,Arizona,43,162228301,100389,0423760
04,04720,02409765,1600000US0404720,0404720,Avondale,Avondale city,AZ,Arizona,25,123325295,668641,0404720
04,49640,02411260,1600000US0449640,0449640,Nogales,Nogales city,AZ,Arizona,25,53923635,36580,0449640
04,25030,02408247,1600000US0425030,0425030,Fortuna Foothills,Fortuna Foothills CDP,AZ,Arizona,57,103811470,0,0425030
04,08220,02409936,1600000US0408220,0408220,Bullhead City,Bullhead City city,AZ,Arizona,25,153774743,2019581,0408220
04,07940,02411736,1600000US0407940,0407940,Buckeye,Buckeye city,AZ,Arizona,25,1017831457,454957,0407940
04,22220,02410412,1600000US0422220,0422220,El Mirage,El Mirage city,AZ,Arizona,25,25634994,145645,0422220
04,12000,02409433,1600000US0412000,0412000,Chandler,Chandler city,AZ,Arizona,25,169582820,182489,0412000
04,62140,02412592,1600000US0462140,0462140,Sahuarita,Sahuarita town,AZ,Arizona,43,82058817,0,0462140
04,37620,02411547,1600000US0437620,0437620,Kingman,Kingman city,AZ,Arizona,25,97246858,0,0437620
04,29710,02408329,1600000US0429710,0429710,Green Valley,Green Valley CDP,AZ,Arizona,57,51099248,39434,0429710
04,64210,02629370,1600000US0464210,0464210,San Tan Valley,San Tan Valley CDP,AZ,Arizona,57,196305117,0,0464210
04,85540,02412328,1600000US0485540,0485540,Yuma,Yuma city,AZ,Arizona,25,312786157,180447,0485540
04,02830,02409718,1600000US0402830,0402830,Apache Junction,Apache Junction city,AZ,Arizona,25,90829484,30857,0402830
04,55000,02411414,1600000US0455000,0455000,Phoenix,Phoenix city,AZ,Arizona,25,1342303901,2633970,0455000
04,73000,02412045,1600000US0473000,0473000,Tempe,Tempe city,AZ,Arizona,25,103445424,543723,0473000
04,60180,02629190,1600000US0460180,0460180,Rio Rico,Rio Rico CDP,AZ,Arizona,57,163391670,486173,0460180
04,39370,02411604,1600000US0439370,0439370,Lake Havasu City,Lake Havasu City city,AZ,Arizona,25,120016536,118649,0439370
04,65000,02411845,1600000US0465000,0465000,Scottsdale,Scottsdale city,AZ,Arizona,25,476566037,1136911,0465000
04,11230,02407990,1600000US0411230,0411230,Catalina Foothills,Catalina Foothills CDP,AZ,Arizona,57,108379709,203234,0411230
05,05290,02403855,1600000US0505290,0505290,Benton,Benton city,AR,Arkansas,25,59268795,1385547,0505290
05,15190,02404119,1600000US0515190,0515190,Conway,Conway city,AR,Arkansas,25,119813298,653521,0515190
05,41000,02404939,1600000US0541000,0541000,Little Rock,Little Rock city,AR,Arkansas,25,310921371,7661294,0541000
05,60410,02404644,1600000US0560410,0560410,Rogers,Rogers city,AR,Arkansas,25,100741834,437814,0560410
05,66080,02405509,1600000US0566080,0566080,Springdale,Springdale city,AR,Arkansas,25,127419582,1312111,0566080
05,50450,02404393,1600000US0550450,0550450,North Little Rock,North Little Rock city,AR,Arkansas,25,137383468,8164563,0550450
05,23290,02403601,1600000US0523290,0523290,Fayetteville,Fayetteville city,AR,Arkansas,25,140960343,3569767,0523290
05,33400,02404733,1600000US0533400,0533400,Hot Springs,Hot Springs city,AR,Arkansas,25,96998269,314468,0533400
05,24550,02403647,1600000US0524550,0524550,Fort Smith,Fort Smith city,AR,Arkansas,25,165743431,10981531,0524550
05,05320,02403857,1600000US0505320,0505320,Bentonville,Bentonville city,AR,Arkansas,25,88188124,515517,0505320
05,74540,02405710,1600000US0574540,0574540,West Memphis,West Memphis city,AR,Arkansas,25,74700737,260930,0574540
05,34750,02404781,1600000US0534750,0534750,Jacksonville,Jacksonville city,AR,Arkansas,25,74193842,541988,0534750
05,68810,02405580,1600000US0568810,0568810,Texarkana,Texarkana city,AR,Arkansas,25,108721267,590116,0568810
05,10300,02403962,1600000US0510300,0510300,Cabot,Cabot city,AR,Arkansas,25,53567537,250022,0510300
05,53390,02404471,1600000US0553390,0553390,Paragould,Paragould city,AR,Arkansas,25,82508930,417340,0553390
05,55310,02404520,1600000US0555310,0555310,Pine Bluff,Pine Bluff city,AR,Arkansas,25,114431971,5692789,0555310
